Entity,Code,Year,Biofuels Consumption - TWh - Total (zero filled),Solar Consumption - TWh (zero filled),Wind Consumption - TWh (zero filled),Hydro Consumption - TWh (zero filled),Nuclear Consumption - TWh (zero filled),Gas Consumption - TWh (zero filled),Coal Consumption - TWh (zero filled),Oil Consumption - TWh (zero filled),Geo Biomass Other - TWh (zero filled)
Africa,,1981,0,0,0,139.42473916666663,0,228.4911561111111,635.7987833333334,887.8791961111111,0.218
Africa,,1982,0,0,0,139.4617697222222,0,246.7335486111111,701.1758825000001,932.2492286111112,0.236
Africa,,1983,0,0,0,125.68655583333332,0,271.27534694444444,713.2460472222223,963.1884741666668,0.23
Africa,,1984,0,0,0,123.58325916666666,10.902777777777777,259.9027805555556,762.8978716666667,985.0113427777776,0.234
Africa,,1985,0,0,0,137.3602363888889,14.76388888888889,278.84274694444446,787.1658894444444,1007.608725,0.269
Africa,,1986,0,0,0,142.07048138888888,24.452777777777776,313.2712025,805.3560963888889,992.4227591666668,0.659
Africa,,1987,0,0,0,136.26794527777778,17.130555555555556,323.38435722222226,828.3197322222222,1047.2105469444443,0.658
Africa,,1988,0,0,0,148.8707122222222,29.14722222222222,358.44454055555553,890.1608047222222,1090.4672349999998,0.626
Africa,,1989,0,0,0,156.3228188888889,30.83055555555556,371.4710411111111,835.6208619444444,1130.0311427777776,0.617
Africa,,1990,0,0,0,159.04071972222224,23.46944444444444,398.6453844444444,877.8098613888889,1145.123741111111,0.808
Africa,,1991,0,0,0,168.47635666666665,25.4,401.6355930555556,853.1945686111111,1148.6610069444444,0.824
Africa,,1992,0,0,0,160.7230325,25.80000083333333,421.2702575,858.3007480555555,1171.7377780555555,0.85425
Africa,,1993,0,0,0.0055555555555555,157.45140916666665,20.152778055555554,412.6439775,871.6152063888889,1181.508105,0.9397
Africa,,1994,0,0,0.015,159.9890238888889,26.93611083333333,431.8279522222222,894.1687308333334,1221.5419658333333,0.837
Africa,,1995,0,0,0.0174999999999999,166.02465805555556,31.391665,461.24349777777775,921.80284,1264.9708244444444,1.0207
Africa,,1996,0,0,0.0197222222222222,173.10127416666666,32.708333611111115,484.19174805555554,934.5518386111112,1296.4831547222225,1.260093088
Africa,,1997,0,0,0.02,177.3680488888889,35.13055527777777,474.4755361111111,958.3213991666668,1331.6567583333333,1.388640408
Africa,,1998,0,0,0.0211111111111111,185.15246638888888,37.78055388888889,499.3369944444444,936.3072786111112,1363.7691558333331,1.714549286
Africa,,1999,0,0,0.0549999999999999,196.34517027777773,35.65833305555556,504.0196075,965.48062,1414.1560838888888,1.696124799
Africa,,2000,0,0.0331694444444444,0.4875,209.01615722222223,36.138889166666665,556.8223563888889,963.273915,1421.5153769444444,2.269063158
Africa,,2001,0,0.0412858333333333,1.1468927777777778,223.16395305555557,29.581655,634.6361538888889,975.5876619444444,1434.9808241666667,2.335352632
Africa,,2002,0.4908967858333333,0.0490011111111111,1.216278611111111,233.56209,32.878546944444444,670.605376111111,934.1009275,1467.215869722222,2.2864
Africa,,2003,0.5413214255555555,0.0581077777777777,1.459163888888889,225.7747155555556,34.498555555555555,711.5067125,1016.712642222222,1507.7376547222225,2.6224
Africa,,2004,0.6367551852777777,0.0697352777777777,2.079740277777778,236.60716194444444,36.17947222222222,783.0682180555556,1118.2899991666666,1557.3242830555555,2.978849535
Africa,,2005,0.2428825244444444,0.0825147222222222,2.0991291666666667,239.57555083333332,30.375810277777774,807.7815880555556,1038.0312477777777,1650.4034141666666,3.009669408
Africa,,2006,0.0722995566666666,0.1041302777777777,2.2788702777777776,246.56509444444444,26.799055,843.9347886111111,1052.7660088888888,1658.4732472222222,3.770404784
Africa,,2007,0.7837309788888889,0.1368852777777777,2.699343333333333,253.2483672222222,30.06078083333333,900.5199158333334,1070.1837125,1717.3990269444444,3.142048288
Africa,,2008,0.5877564316666667,0.1933147222222222,3.462768333333333,256.4708938888889,34.327328333333334,935.6593227777778,1179.483909722222,1805.798055,3.267395686
Africa,,2009,0.3328044994444444,0.2522530555555555,4.16927861111111,261.71903194444445,33.59598611111111,941.3703819444444,1174.4275441666666,1876.0583280555556,3.56272219
Africa,,2010,0.1959277011111111,0.554118611111111,5.956733333333333,280.10063722222225,35.269785,981.2584944444444,1162.9921355555557,1966.0737875,3.825406558
Africa,,2011,0.5195721752777778,1.5586469444444444,6.184537777777777,286.2137130555556,33.43506111111111,1061.085588611111,1145.844919722222,1911.735672222222,3.929656611
Africa,,2012,0.5918104894444445,2.5614444444444446,6.479653611111111,285.7862277777777,33.40096611111111,1147.1777358333331,1117.771956111111,2017.0145522222224,4.085024546
Africa,,2013,0.5960279661111111,2.0198,9.20009111111111,301.1837936111111,36.11475472222222,1170.2537786111109,1129.611669722222,2090.719525,4.4308941
Africa,,2014,0.4916894636111111,4.931272777777777,12.877430833333332,314.87357944444443,35.10449027777778,1241.3191608333332,1183.1220594444444,2123.7742491666663,5.521055906
Africa,,2015,0.6074728080555556,9.087343333333331,22.541914722222224,303.99601388888885,30.95669638888889,1324.946863333333,1117.560296388889,2197.0032358333333,7.191202122
Africa,,2016,0.5378681266666667,12.876234722222222,28.1062575,293.5236225,37.787278055555554,1370.919078611111,1187.789695833333,2214.010135833333,7.281251193
Africa,,2017,0.5459506730555556,17.256116388888888,31.144435277777777,314.5413055555556,35.482499999999995,1449.80345,1187.481281111111,2229.898823055555,7.653766329
Africa,,2018,0.8574061783333334,20.61730638888889,36.71086222222222,330.90474666666665,28.780701666666666,1540.247786111111,1167.454926111111,2271.5887197222223,8.097891299
Africa,,2019,0.7771266316666667,27.00784944444444,46.69581972222223,339.77531,33.66663944444444,1553.3842177777776,1199.2301322222222,2299.14435,8.22808243
Africa,,2020,0.77198798,30.61148972222222,53.758161666666666,351.74965027777773,38.38613,1529.68159,1141.118618888889,1996.2920572222224,8.068135119
Algeria,DZA,1965,0,0,0,1.1111111111111112,0,7.4305,0.8141,15.405251944444444,0
Algeria,DZA,1966,0,0,0,0.9861111111111112,0,7.71925,0.79084,20.272705277777774,0
Algeria,DZA,1967,0,0,0,1.138888888888889,0,7.48825,0.60476,18.942031111111117,0
Algeria,DZA,1968,0,0,0,1.5638888888888889,0,7.87325,0.63965,20.167301388888887,0
Algeria,DZA,1969,0,0,0,1.0027777777777778,0,10.3516875,0.8141,21.30593,0
Algeria,DZA,1970,0,0,0,1.611111111111111,0,9.730875,0.96529,24.34768083333333,0
Algeria,DZA,1971,0,0,0,0.9166666666666666,0,11.0495,0.26749,27.44005027777777,0
Algeria,DZA,1972,0,0,0,1.375,0,12.830125,0.2326,30.121414166666664,0
Algeria,DZA,1973,0,0,0,2.088888888888889,0,17.8591875,0.26749,32.900345,0
Algeria,DZA,1974,0,0,0,1.380555555555555,0,20.6745,0.2209699999999999,36.54384083333333,0
Algeria,DZA,1975,0,0,0,0.9111111111111112,0,28.49,0.27912,40.6306675,0
Algeria,DZA,1976,0,0,0,1.0805555555555555,0,33.6875,0.5466099999999999,46.7177325,0
Algeria,DZA,1977,0,0,0,0.7472222222222222,0,35.901250000000005,0.70943,52.80649361111111,0
Algeria,DZA,1978,0,0,0,0.6944444444444444,0,57.65375,0.3605299999999999,54.60794472222222,0
Algeria,DZA,1979,0,0,0,0.8083333333333332,0,81.52375,0.83736,65.31861722222223,0
Algeria,DZA,1980,0,0,0,0.7138888888888888,0,109.43625,0.74432,66.20243,0
Algeria,DZA,1981,0,0,0,1.0166666666666666,0,142.2575,0.52335,71.32307277777777,0
Algeria,DZA,1982,0,0,0,1.3305555555555555,0,161.41125,9.71105,75.57341777777776,0
Algeria,DZA,1983,0,0,0,0.6527777777777778,0,176.715,8.664349999999999,84.8924211111111,0
Algeria,DZA,1984,0,0,0,1.2555555555555555,0,155.25125,9.60638,94.00200638888889,0
Algeria,DZA,1985,0,0,0,1.7944444444444445,0,153.80749999999998,10.02506,96.55380305555556,0
Algeria,DZA,1986,0,0,0,0.6944444444444444,0,168.4375,10.29255,98.02125416666668,0
Algeria,DZA,1987,0,0,0,1.386111111111111,0,172.2875,12.30454,99.10052388888889,0
Algeria,DZA,1988,0,0,0,0.5083333333333333,0,194.13625,11.57185,99.1725986111111,0
Algeria,DZA,1989,0,0,0,0.6277777777777778,0,182.6825,9.78083,103.9366611111111,0
Algeria,DZA,1990,0,0,0,0.375,0,195.09875,7.66417,111.81161583333332,0
Algeria,DZA,1991,0,0,0,0.8138888888888889,0,192.6925,7.9084,110.6277861111111,0
Algeria,DZA,1992,0,0,0,0.5527777777777778,0,198.94875,9.39704,111.29265555555556,0
Algeria,DZA,1993,0,0,0,0.9805555555555556,0,178.54375,7.65254,110.75487666666666,0
Algeria,DZA,1994,0,0,0,0.4611111111111111,0,188.16875,7.2106,106.05089583333331,0
Algeria,DZA,1995,0,0,0,0.5361111111111111,0,202.22125,7.2106,103.14228277777778,0
Algeria,DZA,1996,0,0,0,0.375,0,207.7075,3.39596,98.42207972222222,0
Algeria,DZA,1997,0,0,0,0.2083333333333333,0,194.04,5.95456,97.64341944444443,0
Algeria,DZA,1998,0,0,0,0.5972222222222222,0,200.68125,6.37324,100.65874805555556,0
Algeria,DZA,1999,0,0,0,0.5638888888888889,0,205.10875,6.82681,98.89834583333334,0
Algeria,DZA,2000,0,0,0,0.15,0,191.0129375,5.64055,103.1324797222222,0
Algeria,DZA,2001,0,0,0,0.1904219444444444,0,197.322125,6.5128,106.77533388888888,0
Algeria,DZA,2002,0,0,0,0.1562902777777777,0,194.838875,8.54805,118.39722972222222,0
Algeria,DZA,2003,0,0,0,0.721955,0,205.9316875,7.04778,123.17411805555555,0
Algeria,DZA,2004,0,0,0,0.679458611111111,0,211.8991875,8.40849,128.74683027777778,0
Algeria,DZA,2005,0,0,0,1.4936866666666666,0,223.559875,6.90822,134.213385,0
Algeria,DZA,2006,0,0,0,0.5816352777777778,0,228.4975,10.25766,139.84572083333333,0
Algeria,DZA,2007,0,0,0,0.6003124999999999,0,233.80681444444443,8.80391,156.38999638888887,0
Algeria,DZA,2008,0,0,0,0.7470497222222222,0,244.041875,8.80391,169.91589638888888,0
Algeria,DZA,2009,0,0,0,0.8972222222222221,0,262.117625,5.65218,180.13442944444444,0
Algeria,DZA,2010,0,0.0237222222222222,0,0.4510736111111111,0,253.27225,3.6053,181.6119161111111,0
Algeria,DZA,2011,0,0.0469541666666666,0,0.9795730555555556,0,267.969625,3.19825,192.22765305555555,0
Algeria,DZA,2012,0,0.0688319444444444,0,1.0019697222222224,0,298.74075,3.39596,204.39526777777775,0
Algeria,DZA,2013,0,0.0732227777777777,0,0.2534638888888889,0,321.215125,1.83754,213.576385,0
Algeria,DZA,2014,0,0.1526947222222222,0.0025444444444444,0.4911677777777777,0,360.91825,2.08177,221.92515277777775,0
Algeria,DZA,2015,0,0.1467261111111111,0.0480655555555555,0.3668155555555555,0,379.225,1.54679,236.14848333333333,0
Algeria,DZA,2016,0,0.6161241666666666,0.0479119444444444,0.181065,0,385.9625,0.56987,229.5638513888889,0
Algeria,DZA,2017,0,1.26,0.0475,0.1399999999999999,0,394.625,2.11666,225.51211583333333,0
Algeria,DZA,2018,0,1.4986841666666666,0.0248611111111111,0.2907894444444444,0,434.0875,5.815,229.33779805555557,0
Algeria,DZA,2019,0,1.5228730555555554,0.0247499999999999,0.376385,0,451.4125,4.80319,237.00309555555555,0
Algeria,DZA,2020,0,1.480272222222222,0.0197499999999999,0.1233561111111111,0,430.815,4.80319,201.25485111111112,0
Argentina,ARG,1965,0,0,0,3.4027777777777777,0,41.234,8.455049166666667,275.24028166666665,0
Argentina,ARG,1966,0,0,0,3.447222222222222,0,44.6572,6.971818333333333,283.8862780555555,0
Argentina,ARG,1967,0,0,0,3.530555555555556,0,46.69945,7.840396944444445,290.7273016666666,0
Argentina,ARG,1968,0,0,0,4.161111111111111,0,51.999575,7.619035277777778,296.77116166666667,0
Argentina,ARG,1969,0,0,0,3.733333333333333,0,51.805075,9.12217,307.97903444444444,0
Argentina,ARG,1970,0,0,0,4.319444444444445,0,58.5445,11.722598333333334,278.4058394444444,0.047540991
Argentina,ARG,1971,0,0,0,4.288888888888889,0,63.202775,10.277541944444444,296.48773416666666,0.049864614
Argentina,ARG,1972,0,0,0,4.177777777777777,0,70.924425,8.651295,295.1728380555556,0.064353152
Argentina,ARG,1973,0,0,0,8.316666666666666,0,80.707775,9.496521944444444,297.23879916666664,0.049042434
Argentina,ARG,1974,0,0,0,13.966666666666663,2.8777777777777778,85.42439999999999,11.825921944444444,297.09722666666664,0.050067671
Argentina,ARG,1975,0,0,0,14.447222222222225,6.991666666666667,87.52499999999999,11.510940277777776,281.26943027777776,0.054922642
Argentina,ARG,1976,0,0,0,13.925,7.144444444444444,98.51425,11.642585277777776,290.1952763888889,0.050202792
Argentina,ARG,1977,0,0,0,16.016666666666666,4.547222222222222,102.8905,11.008503055555556,305.6309725,0.053855108
Argentina,ARG,1978,0,0,0,21.53333333333333,8.044444444444444,100.07025,13.419195277777778,297.26914694444446,0.054136662
Argentina,ARG,1979,0,0,0,29.61111111111111,7.477777777777778,102.8905,12.501673888888888,319.8497486111111,0.084393763
Argentina,ARG,1980,0,0,0,42.06666666666666,6.5,112.12925,11.14458972222222,296.9779736111111,0.086251568
Argentina,ARG,1981,0,0,0,40.79166666666667,7.822222222222222,117.18625,10.560467222222222,278.5659058333333,0.0747225
Argentina,ARG,1982,0,0,0,48.86944444444445,5.194444444444445,133.13525,10.66607611111111,265.0183488888889,0.095912465
Argentina,ARG,1983,0,0,0,51.16388888888888,9.458333333333332,143.152,9.679963333333331,268.7532136111111,0.137314784
Argentina,ARG,1984,0,0,0,55.22222222222222,12.891666666666666,152.39075,7.185223611111111,255.6005861111111,0.097392792
Argentina,ARG,1985,0,0,0,57.35,16.016666666666666,155.69725,10.599605833333332,237.5202363888889,0.103321614
Argentina,ARG,1986,0,0,0,58.35833333333333,15.863888888888887,168.2425,12.109349444444444,249.71896305555555,0.107078921
Argentina,ARG,1987,0,0,0,60.66944444444445,17.958333333333332,168.33975,13.439672777777778,266.5530766666667,0.108156823
Argentina,ARG,1988,0,0,0,41.75833333333333,16.105555555555554,196.6395,13.772349722222222,268.3337413888889,0.121116047
Argentina,ARG,1989,0,0,0,36.013888888888886,13.997222222222222,206.559,14.902768055555557,246.3207436111111,0.119376908
Argentina,ARG,1990,0,0,0,49.65555555555556,20.225,197.32025,12.266132222222222,229.9596961111111,0.106763284
Argentina,ARG,1991,0,0,0,45.05833333333333,21.544444444444444,200.9185,10.7940125,240.25671166666663,0.099600404
Argentina,ARG,1992,0,0,0,54.94180694444445,19.669444444444444,217.2565,12.16816361111111,252.69298166666667,0.101865495
Argentina,ARG,1993,0,0,0,65.43187416666667,21.52777777777778,229.41275,8.069987222222222,247.75331083333333,0.107438403
Argentina,ARG,1994,0,0,0,77.70218861111111,22.875,235.83125,7.0651069444444445,261.4820683333333,0.119290038
Argentina,ARG,1995,0,0,0,79.05033666666665,19.627777777777776,262.47775,7.414152499999999,259.5302825,0.115592457
Argentina,ARG,1996,0,0,0.0267166666666666,72.06994944444445,20.719444444444445,301.18325,7.766816111111111,259.7977241666667,0.351397492
Argentina,ARG,1997,0,0,0.0405333333333333,91.74988777777776,22.113888888888887,277.5515,6.127713888888889,275.2863658333333,0.44563205
Argentina,ARG,1998,0,0.00004722222222222221,0.0903916666666666,90.06052194444443,20.702777777777776,296.70975,8.237409444444443,283.2721097222222,0.463881203
Argentina,ARG,1999,0,0.00007222222222222222,0.0966138888888888,73.69464083333334,19.738888888888887,314.701,9.885469444444444,286.95976055555553,0.650455143
Argentina,ARG,2000,0,0.0001,0.09655,94.53891694444444,17.15833333333333,322.96725,7.512647222222222,264.89783944444446,0.67501431
Argentina,ARG,2001,0,0.0001186111111111,0.1362236111111111,115.64212083333334,19.48100638888889,302.35025,6.156852222222222,245.2950138888889,0.60932585
Argentina,ARG,2002,0,0.0001288888888888,0.2012716666666666,113.69997722222222,15.960806388888887,294.37575,4.586296388888889,232.81517444444447,0.850248638
Argentina,ARG,2003,0,0.0001772222222222,0.2123747222222222,106.46816888888888,20.6125,336.2905,5.593864722222222,237.4220572222222,1.014079858
Argentina,ARG,2004,0,0.0001894444444444,0.1961116666666666,95.83581833333332,21.30143305555556,368.09125,9.519819444444444,254.6864461111111,0.90029509
Argentina,ARG,2005,0,0.0002177777777777,0.1929169444444444,105.84676361111111,18.4875,392.89,10.961645,266.7581122222222,1.074072901
Argentina,ARG,2006,0,0.0002405555555555,0.1861447222222222,116.60503138888888,20.637893055555555,406.505,9.923820555555556,281.3517575,1.567410315
Argentina,ARG,2007,0,0.0002888888888888,0.1636063888888888,100.24953111111112,19.2684375,427.122,14.36036111111111,313.74554277777776,1.575708696
Argentina,ARG,2008,0,0.0003805555555555,0.1107405555555555,98.19611805555556,19.518323055555555,431.88725,17.51606861111111,317.0516533333333,1.693536384
Argentina,ARG,2009,0,0.0001997222222222,0.0966258333333333,106.99243833333333,21.467746944444443,418.3555827777778,9.620938055555555,303.05770527777776,1.728756162
Argentina,ARG,2010,5.9234138666666665,0.0002238888888888,0.0661008333333333,105.7102761111111,18.79907972222222,420.8741655555555,13.47208,328.1579833333333,2.01325481
Argentina,ARG,2011,8.745168947222222,0.0041944444444444,0.0689083333333333,102.72820111111112,16.585365833333334,438.3978869444444,14.618645277777777,340.0057697222222,2.190205828
Argentina,ARG,2012,10.797932716666669,0.0210555555555555,0.9526747222222222,94.98363638888888,16.49,456.6420933333333,13.669180555555554,361.2563983333333,2.45382161
Argentina,ARG,2013,11.902397105555556,0.0385933333333333,1.1606977777777776,104.20180722222224,15.891415555555556,460.2768897222222,14.939302777777778,383.7835186111111,2.45735005
Argentina,ARG,2014,13.89124528888889,0.0405761111111111,1.5765488888888888,103.99520944444444,14.03263472222222,461.5497905555556,15.891716666666666,379.91561777777775,2.302025252
Argentina,ARG,2015,15.130984933333334,0.0371444444444444,1.5009961111111112,105.67043166666666,17.806994166666666,466.5256827777777,15.814129166666666,387.3086522222222,2.378258598
Argentina,ARG,2016,16.03718275,0.0358936111111111,1.3764944444444442,96.20187666666666,20.835059166666667,482.1001119444445,12.188641388888888,375.29423333333335,1.963408643
Argentina,ARG,2017,18.427945247222222,0.0410425,1.5289175,103.85744638888887,15.22,483.00028555555554,12.525288055555556,370.8971902777778,2.383654508
Argentina,ARG,2018,17.594175508333336,0.2687441666666667,3.511203333333333,103.51077611111111,17.079532222222223,487.0423969444445,13.709147777777778,353.2107044444444,0.473010421
Argentina,ARG,2019,17.970120419444445,1.9802252777777776,12.371094444444443,91.78538916666666,20.90669583333333,465.5947283333333,8.1239625,318.8111663888889,0.622944562
Argentina,ARG,2020,9.645982611111112,3.3166505555555554,23.3643625,75.35471277777778,26.30548138888889,439.29859583333337,8.860226111111112,287.4443577777778,0.413941191
Asia Pacific,,1965,0,0,0,433.5820961111111,0.0694444444444444,56.231967777777776,2780.731447222222,1920.1872613888888,1.644
Asia Pacific,,1966,0,0,0,450.8661866666666,1.622222222222222,62.38925305555556,2931.512194444444,2190.4419666666668,1.643
Asia Pacific,,1967,0,0,0,424.6298538888889,1.747222222222222,71.39151194444445,2854.298672222222,2552.274572222222,1.424
Asia Pacific,,1968,0,0,0,467.3586638888888,2.9,77.81803055555557,2896.733147222222,2918.12605,1.577
Asia Pacific,,1969,0,0,0,483.78834277777776,5.018837777777778,102.60042444444444,3250.1878555555554,3389.4172055555555,1.608
Asia Pacific,,1970,0,0,0,501.9722511111111,16.358728888888887,142.32472527777776,3631.138588888889,3940.350597222222,1.776704
Asia Pacific,,1971,0,0,0,553.5613327777777,25.085781666666666,169.55090916666666,3886.852383333333,4381.1474194444445,1.754611
Asia Pacific,,1972,0,0,0,569.7667027777777,29.463741666666667,196.4152638888889,4036.5912416666665,4717.656913888889,1.785591
Asia Pacific,,1973,0,0,0,538.9211777777778,33.44567555555555,242.4114608333333,4134.176399999999,5366.534088888889,1.834998
Asia Pacific,,1974,0,0,0,605.2905819444444,61.18895499999999,302.3359213888889,4234.736277777778,5331.726044444445,2.496269105
Asia Pacific,,1975,0,0,0,645.6784733333333,77.4396838888889,351.24374666666665,4557.451227777778,5306.770397222222,2.654334368
Asia Pacific,,1976,0,0,0,647.9260274999999,103.47813666666669,406.0529113888888,4665.680858333334,5643.635994444445,2.587064579
Asia Pacific,,1977,0,0,0,630.6619833333333,94.46730611111111,499.8471169444444,4975.578105555556,5932.813136111111,2.622443474
Asia Pacific,,1978,0,0,0,658.4622483333333,185.3834611111111,599.6766680555555,5219.29566111111,6301.567852777778,2.917471368
Asia Pacific,,1979,0,0,0,713.8385408333332,228.53788388888887,685.4793230555556,5472.163027777778,6463.623305555555,3.712920421
Asia Pacific,,1980,0,0,0,759.5756077777777,268.87514111111113,735.7758755555556,5784.005813888889,6127.366588888889,5.173433158
Asia Pacific,,1981,0,0,0,804.8046949999999,288.9421316666666,743.9332625,5975.036080555556,5959.108447222222,7.071965421
Asia Pacific,,1982,0,0,0,785.1866316666667,337.92071,773.78874,6185.451722222222,5798.668977777777,15.95189475
Asia Pacific,,1983,0,0,0,831.5038077777778,404.1935061111111,854.4700425,6548.070175,5855.894347222223,18.06780657
Asia Pacific,,1984,0,0,0,831.6852611111111,486.1549766666666,999.6436919444444,7115.320049999999,6066.531416666667,19.74213741
Asia Pacific,,1985,0,0,0,889.0128149999999,583.1854894444444,1086.3900308333334,7676.9157444444445,6021.54825,20.79148751
Asia Pacific,,1986,0,0,0,911.5530616666668,628.2446666666667,1186.077412777778,7972.320025,6246.32025,21.68989005
Asia Pacific,,1987,0,0,0,908.0313366666668,740.7594866666667,1259.0136233333333,8546.442419444444,6451.111333333333,22.00974994
Asia Pacific,,1988,0,0,0,1004.9618380555556,696.9999683333334,1342.710006388889,9157.763008333332,7008.652502777777,23.82670473
Asia Pacific,,1989,0,0,0,1077.8986941666667,737.7680105555555,1409.2747855555556,9570.23628888889,7443.342813888888,26.24333903
Asia Pacific,,1990,0,0.0111111111111111,0.0897866666666666,1109.0876188888888,797.6069577777778,1520.1904127777775,9775.451658333332,7890.290891666666,22.33408198
Asia Pacific,,1991,0,0.02625,0.3388913888888888,1140.345201111111,850.35545,1667.9393213888889,10176.3019,8225.419575,22.83825194
Asia Pacific,,1992,0,0.0766666666666666,0.6124277777777778,1115.3462505555556,873.238846111111,1781.3179436111109,10529.560044444444,8783.481202777777,23.00633425
Asia Pacific,,1993,0,0.1197222222222222,0.8662130555555555,1223.019223888889,967.8605344444444,1866.5713466666664,11082.445644444444,9163.349566666668,22.89851394
Asia Pacific,,1994,0,0.1483333333333333,1.6210780555555555,1231.3838822222222,1033.4959383333332,2031.9698102777777,11635.268272222222,9701.833538888888,26.37097959
Asia Pacific,,1995,0,0.1962780555555555,3.115559166666667,1342.8734219444443,1139.4490788888888,2128.460814722222,11910.25588611111,10384.905997222222,30.90213872
Asia Pacific,,1996,0,0.2726683333333333,2.7533475,1315.0262241666665,1197.9986388888888,2323.7407083333333,12432.23821388889,10894.618527777777,31.45602397
Asia Pacific,,1997,0,0.4083763888888888,3.372083333333333,1321.9296325,1276.2573555555557,2510.746723333333,12489.188905555557,11417.957430555556,34.93782766
Asia Pacific,,1998,0,0.5636636111111111,4.137639444444444,1407.4285963888888,1328.7548197222222,2567.8117086111106,12476.945955555557,11128.71208611111,37.54185188
Asia Pacific,,1999,0,0.7951849999999999,5.703469444444444,1389.5637922222222,1351.308151111111,2772.913458333333,12857.525530555557,11641.613663888887,41.20269497
Asia Pacific,,2000,0.6220339572222222,1.1902344444444446,7.122075,1449.0357988888888,1388.9979869444444,2984.2839722222225,13345.18638611111,11953.455061111112,44.60806485
Asia Pacific,,2001,0.754394941388889,1.679319722222222,9.70713638888889,1574.3312888888888,1398.0953213888888,3166.662208333333,13958.590725,12038.129183333333,45.24425452
Asia Pacific,,2002,11.729206991666668,2.27337,11.151488055555555,1587.3305297222223,1423.8587744444444,3313.4200972222225,15027.164166666667,12393.476669444444,47.07413449
Asia Pacific,,2003,14.497426908333336,3.041939166666667,14.550463055555555,1619.2344752777778,1258.7339694444445,3588.41105,17165.075944444445,12892.263663888887,49.24454746
Asia Pacific,,2004,16.330113119444444,3.9624752777777776,24.8684375,1892.609466111111,1435.2830463888888,3802.256836111111,19317.32373333333,13669.89951388889,53.02552883
Asia Pacific,,2005,19.73953123611111,4.983099444444444,32.330109444444446,1958.1219508333331,1487.882218611111,4084.769525,21956.02237222222,13710.207827777776,60.19216537
Asia Pacific,,2006,25.66394940555556,6.124030277777777,49.63627694444445,2142.903205277777,1518.0190358333334,4395.146727777777,23642.80388611111,14018.024797222222,64.50055645
Asia Pacific,,2007,30.168334972222222,7.300410555555556,65.35206777777778,2263.586999166667,1447.0311669444443,4733.922283333333,25616.3761,14482.852108333333,71.1346546
Asia Pacific,,2008,39.86774833333334,8.79047611111111,95.24195777777778,2633.883277777777,1396.1661077777776,5037.243986111111,26329.33996944444,14439.652811111113,78.9708115
Asia Pacific,,2009,46.7323795,11.496957777777776,143.89130111111112,2539.734222222222,1451.828522222222,5156.418522222222,27183.127344444445,14547.38245,87.28922991
Asia Pacific,,2010,53.65374041666667,17.566206666666666,212.45879472222225,2861.8982666666666,1519.949706111111,5755.561286111111,28428.534166666668,15502.931177777777,99.38898179
Asia Pacific,,2011,59.849857388888886,31.49365,294.26348916666666,2896.589011111111,1252.018377777778,6207.120058333334,30513.81102777777,15961.12981111111,108.7470051
Asia Pacific,,2012,70.6350446388889,45.14840861111112,380.50013055555553,3250.37885,883.2626152777779,6619.577622222222,31166.561055555558,16649.646247222223,117.6274048
Asia Pacific,,2013,88.04007702777778,82.74915277777778,482.5341022222223,3500.7821027777777,880.973838888889,6860.6317944444445,31996.743583333333,16912.292080555555,129.5574817
